transaction_id,transaction_date,customer_id,product_id,product_name,category,subcategory,region,quantity,unit_price,discount_pct,revenue,cost,profit,sales_channel,payment_method,customer_segment
TXN-003951,2025-12-13,CUST-00229,PROD-0053,NAS 8-Bay,Hardware,Storage,Europe,1,664.64,0.0,664.64,318.88,345.76,Online,Purchase Order,Mid-Market
TXN-003952,2025-11-04,CUST-00132,PROD-0006,ProDisplay 32,Electronics,Monitors,Middle East & Africa,9,12803.82,5.0,109472.7,49105.71,60366.99,Reseller,Purchase Order,SMB
TXN-003953,2023-04-12,CUST-00188,PROD-0007,ThinkVision 24,Electronics,Monitors,Europe,2,9338.53,20.0,14941.64,8659.34,6282.3,Partner,Net 30,Government
TXN-003954,2023-07-11,CUST-00305,PROD-0052,GPU Server,Hardware,Servers,Europe,1,5573.63,0.0,5573.63,4127.55,1446.08,Online,Wire Transfer,Government
TXN-003955,2024-12-02,CUST-00393,PROD-0006,ProDisplay 32,Electronics,Monitors,Asia Pacific,8,14258.73,15.0,96959.37,43649.52,53309.85,Direct,Net 60,Startup
TXN-003956,2023-06-23,CUST-00404,PROD-0020,Analytics Pro,Software,Licenses,Europe,1,12548.84,15.0,10666.51,4893.82,5772.69,Partner,Net 30,SMB
TXN-003957,2025-06-06,CUST-00360,PROD-0040,Certification Prep,Services,Training,Europe,4,3122.73,10.0,11241.84,5973.28,5268.56,Partner,Net 30,Enterprise
TXN-003958,2025-09-03,CUST-00445,PROD-0071,Archive Storage,Cloud Infrastructure,Cloud Storage,Middle East & Africa,1,5553.75,0.0,5553.75,2572.87,2980.88,Direct,Wire Transfer,SMB
TXN-003959,2025-12-14,CUST-00341,PROD-0028,Mobile App,Software,Custom Development,Latin America,1,8377.22,0.0,8377.22,5681.28,2695.94,Online,Wire Transfer,Government
TXN-003960,2023-02-25,CUST-00237,PROD-0014,WiFi 6E Router,Electronics,Networking,Europe,1,9931.7,10.0,8938.53,3978.55,4959.98,Partner,Credit Card,SMB
TXN-003961,2025-06-21,CUST-00071,PROD-0046,App Monitoring,Services,Managed Services,Europe,2,2697.33,0.0,5394.67,1857.1,3537.57,Partner,Wire Transfer,Mid-Market
TXN-003962,2024-03-08,CUST-00272,PROD-0001,ProBook 450,Electronics,Laptops,Europe,1,5915.83,25.0,4436.87,4375.28,61.59,Online,Purchase Order,Government
TXN-003963,2025-06-18,CUST-00139,PROD-0023,HR Suite,Software,SaaS Subscriptions,Asia Pacific,4,2765.08,0.0,11060.32,6671.24,4389.08,Online,Wire Transfer,Startup
TXN-003964,2024-08-25,CUST-00283,PROD-0030,Premium Support,Software,Support Plans,North America,1,4644.0,0.0,4644.0,2455.77,2188.23,Online,Wire Transfer,Government
TXN-003965,2025-04-10,CUST-00246,PROD-0044,Go-Live Support,Services,Implementation,North America,3,6772.21,0.0,20316.62,7879.41,12437.21,Online,Credit Card,Startup
TXN-003966,2023-08-10,CUST-00032,PROD-0044,Go-Live Support,Services,Implementation,Asia Pacific,1,6329.35,15.0,5379.95,2626.47,2753.48,Direct,Net 30,Mid-Market
TXN-003967,2024-05-14,CUST-00056,PROD-0024,Project Manager,Software,SaaS Subscriptions,Middle East & Africa,3,10844.79,20.0,26027.5,11941.35,14086.15,Reseller,Wire Transfer,Enterprise
TXN-003968,2024-10-15,CUST-00188,PROD-0064,GPU Tesla,Hardware,Components,North America,19,5563.52,5.0,100421.55,69422.77,30998.78,Online,Net 30,SMB
TXN-003969,2025-03-28,CUST-00044,PROD-0031,Enterprise Support,Software,Support Plans,Middle East & Africa,5,11627.84,0.0,58139.18,38849.0,19290.18,Direct,Wire Transfer,SMB
TXN-003970,2023-03-09,CUST-00297,PROD-0033,Strategy Review,Services,Consulting,Europe,1,8887.63,15.0,7554.49,3578.98,3975.51,Online,Net 60,Startup
TXN-003971,2023-08-15,CUST-00302,PROD-0048,Database Admin,Services,Managed Services,Latin America,1,9753.28,10.0,8777.95,5035.4,3742.55,Online,Purchase Order,Startup
TXN-003972,2024-06-28,CUST-00134,PROD-0013,Managed Switch 24P,Electronics,Networking,Asia Pacific,1,7765.69,0.0,7765.69,5372.29,2393.4,Partner,Net 30,Government
TXN-003973,2025-03-10,CUST-00229,PROD-0051,Blade Server,Hardware,Servers,North America,12,10282.1,15.0,104877.4,40634.88,64242.52,Partner,Wire Transfer,Government
TXN-003974,2025-03-30,CUST-00500,PROD-0079,AutoML Pipeline,Cloud Infrastructure,AI/ML Services,Middle East & Africa,3,7854.99,0.0,23564.96,8862.93,14702.03,Reseller,Net 30,Enterprise
TXN-003975,2023-04-06,CUST-00278,PROD-0045,Infrastructure Mgmt,Services,Managed Services,Europe,3,2771.23,5.0,7897.99,2792.76,5105.23,Online,Net 60,Startup
TXN-003976,2025-10-17,CUST-00412,PROD-0016,Firewall UTM,Electronics,Networking,North America,156,1303.45,0.0,209690.49,105243.84,104446.65,Direct,Credit Card,SMB
TXN-003977,2024-01-14,CUST-00240,PROD-0033,Strategy Review,Services,Consulting,Middle East & Africa,1,8040.06,0.0,8040.06,3578.98,4461.08,Partner,Net 60,Enterprise
TXN-003978,2025-04-16,CUST-00313,PROD-0030,Premium Support,Software,Support Plans,Latin America,5,4718.67,5.0,22413.67,12278.85,10134.82,Reseller,Purchase Order,Enterprise
TXN-003979,2024-05-26,CUST-00036,PROD-0024,Project Manager,Software,SaaS Subscriptions,Latin America,5,13164.91,0.0,65824.54,19902.25,45922.29,Direct,Wire Transfer,SMB
TXN-003980,2023-12-05,CUST-00403,PROD-0048,Database Admin,Services,Managed Services,Asia Pacific,1,10586.01,0.0,10586.01,5035.4,5550.61,Online,Net 60,SMB
TXN-003981,2025-09-21,CUST-00430,PROD-0073,SQL Managed,Cloud Infrastructure,Database,Europe,1,4353.25,20.0,3482.6,2357.63,1124.97,Online,Net 30,Startup
TXN-003982,2024-04-20,CUST-00238,PROD-0003,ThinkPad X1,Electronics,Laptops,Latin America,2,12677.37,,25354.74,16294.64,9060.1,Reseller,Net 30,Government
TXN-003983,2023-10-27,CUST-00339,PROD-0050,Tower Server,Hardware,Servers,Europe,1,11694.09,5.0,11109.38,5958.67,5150.71,Direct,Net 60,Enterprise
TXN-003984,2025-04-24,CUST-00321,PROD-0017,Office Suite,Software,Licenses,Europe,1,12084.34,20.0,9667.47,5531.4,4136.07,Partner,Net 30,SMB
TXN-003985,2025-11-29,CUST-00445,PROD-0039,Executive Briefing,Services,Training,Asia Pacific,1,13782.29,15.0,11714.95,7231.22,4483.73,Partner,Wire Transfer,Mid-Market
TXN-003986,2025-11-23,CUST-00144,PROD-0025,API Integration,Software,Custom Development,Europe,1,10370.01,0.0,10370.01,7011.17,3358.84,Partner,Wire Transfer,SMB
TXN-003987,2025-01-18,CUST-00017,PROD-0047,Security Ops,Services,Managed Services,North America,1,4194.01,0.0,4194.01,1906.14,2287.87,Reseller,Wire Transfer,Startup
TXN-003988,2023-12-31,CUST-00424,PROD-0025,API Integration,Software,Custom Development,Europe,3,9542.37,,25764.4,21033.51,4730.89,Reseller,Net 30,Mid-Market
TXN-003989,2025-03-31,CUST-00181,PROD-0076,Data Lake,Cloud Infrastructure,Database,North America,6,8006.34,15.0,40832.34,31028.52,9803.82,Reseller,,SMB
TXN-003990,2024-01-15,CUST-00262,PROD-0018,Security Platform,Software,Licenses,Asia Pacific,7,16503.56,0.0,115524.91,75522.79,40002.12,Direct,Wire Transfer,Government
TXN-003991,2023-09-02,CUST-00351,PROD-0006,ProDisplay 32,Electronics,Monitors,Middle East & Africa,1,13970.58,0.0,13970.58,5456.19,8514.39,Reseller,Net 60,Mid-Market
TXN-003992,2024-06-21,CUST-00453,PROD-0036,Cloud Migration,Services,Consulting,Middle East & Africa,5,13140.94,20.0,52563.76,34316.8,18246.96,Online,Net 60,Mid-Market
TXN-003993,2023-04-22,CUST-00237,PROD-0047,Security Ops,Services,Managed Services,North America,1,3774.75,0.0,3774.75,1906.14,1868.61,Online,Purchase Order,Government
TXN-003994,2025-12-13,CUST-00384,PROD-0053,NAS 8-Bay,Hardware,Storage,Asia Pacific,1,622.45,0.0,622.45,318.88,303.57,Online,Credit Card,SMB
TXN-003995,2025-12-07,CUST-00258,PROD-0031,Enterprise Support,Software,Support Plans,Latin America,1,12140.96,15.0,10319.81,7769.8,2550.01,Reseller,Credit Card,SMB
TXN-003996,2023-06-10,CUST-00364,PROD-0003,ThinkPad X1,Electronics,Laptops,Middle East & Africa,1,12567.02,0.0,12567.02,8147.32,4419.7,Partner,Purchase Order,Startup
TXN-003997,2023-07-27,CUST-00097,PROD-0061,RAM 32GB,Hardware,Components,Latin America,5,3249.84,25.0,12186.91,8417.1,3769.81,Partner,Net 60,Mid-Market
TXN-003998,2023-09-19,CUST-00423,PROD-0041,System Setup,Services,Implementation,Asia Pacific,13,6399.65,15.0,70716.14,44420.48,26295.66,Partner,Net 30,SMB
TXN-003999,2025-06-08,CUST-00190,PROD-0008,Studio Display,Electronics,Monitors,Latin America,1,8186.54,25.0,6139.9,2805.34,3334.56,Reseller,Net 60,Enterprise
TXN-004000,2024-03-02,CUST-00288,PROD-0003,ThinkPad X1,Electronics,Laptops,Middle East & Africa,1,12951.44,20.0,10361.16,8147.32,2213.84,Reseller,Wire Transfer,Mid-Market
TXN-004001,2025-11-27,CUST-00102,PROD-0049,Rack Server 1U,Hardware,Servers,Latin America,14,12928.94,0.0,181005.18,83877.22,97127.96,Direct,Purchase Order,Enterprise
TXN-004002,2023-05-31,CUST-00094,PROD-0010,Mechanical Keyboard,Electronics,Accessories,Europe,6,13923.86,15.0,71011.7,41119.56,29892.14,Online,Credit Card,Mid-Market
TXN-004003,2025-02-24,CUST-00287,PROD-0036,Cloud Migration,Services,Consulting,Middle East & Africa,1,12241.23,0.0,12241.23,6863.36,5377.87,Reseller,Net 60,
TXN-004004,2025-08-07,CUST-00177,PROD-0027,Data Pipeline,Software,Custom Development,Europe,4,2775.87,5.0,10548.32,3733.24,6815.08,Partner,Net 60,Mid-Market
TXN-004005,2024-08-29,CUST-00235,PROD-0073,SQL Managed,Cloud Infrastructure,Database,Europe,7,4772.6,0.0,33408.19,16503.41,16904.78,Direct,Net 30,SMB
TXN-004006,2023-08-28,CUST-00094,PROD-0068,Batch Processing,Cloud Infrastructure,Compute,Europe,2,6433.38,0.0,12866.76,5499.1,7367.66,Partner,Credit Card,SMB
TXN-004007,2024-07-30,CUST-00229,PROD-0033,Strategy Review,Services,Consulting,North America,7,8592.94,15.0,51128.01,25052.86,26075.15,Direct,Net 60,
TXN-004008,2025-10-12,CUST-00012,PROD-0046,App Monitoring,Services,Managed Services,Middle East & Africa,1,3300.97,25.0,2475.73,928.55,1547.18,Reseller,Credit Card,Startup
TXN-004009,2023-02-06,CUST-00035,PROD-0038,Developer Bootcamp,Services,Training,Middle East & Africa,1,2078.2,20.0,1662.56,1567.14,95.42,Reseller,Credit Card,Enterprise
TXN-004010,2023-07-27,CUST-00152,PROD-0073,SQL Managed,Cloud Infrastructure,Database,Europe,4,4338.43,25.0,13015.29,9430.52,3584.77,Reseller,Credit Card,Enterprise
TXN-004011,2025-08-08,CUST-00030,PROD-0065,EC2 Instance,Cloud Infrastructure,Compute,North America,1,8792.0,5.0,8352.4,4534.45,3817.95,Partner,Net 60,Mid-Market
TXN-004012,2023-11-16,CUST-00499,PROD-0043,Integration Setup,Services,Implementation,Asia Pacific,2,9277.61,0.0,18555.21,11741.24,6813.97,Partner,Net 30,Government
TXN-004013,2025-10-14,CUST-00170,PROD-0065,EC2 Instance,Cloud Infrastructure,Compute,Middle East & Africa,10,8599.41,0.0,103116.48,45344.5,57771.98,Online,Credit Card,
TXN-004014,2023-12-25,CUST-00117,PROD-0050,Tower Server,Hardware,Servers,Latin America,1,10733.41,25.0,8050.06,5958.67,2091.39,Reseller,Net 30,Startup
TXN-004015,2023-12-12,CUST-00475,PROD-0010,Mechanical Keyboard,Electronics,Accessories,Europe,10,11390.57,0.0,113905.7,68532.6,45373.1,Online,Net 60,Mid-Market
TXN-004016,2025-08-23,CUST-00341,PROD-0036,Cloud Migration,Services,Consulting,Asia Pacific,1,11114.59,5.0,10558.86,6863.36,3695.5,Online,Wire Transfer,Government
TXN-004017,2025-03-21,CUST-00345,PROD-0008,Studio Display,Electronics,Monitors,Latin America,1,6629.38,20.0,5303.5,2805.34,2498.16,Online,Credit Card,Startup
TXN-004018,2024-01-18,CUST-00413,PROD-0063,CPU Xeon,Hardware,Components,North America,1,14795.11,0.0,14795.11,4579.48,10215.63,Direct,Wire Transfer,Enterprise
TXN-004019,2025-07-31,CUST-00279,PROD-0061,RAM 32GB,Hardware,Components,North America,6,3335.53,10.0,18011.85,10100.52,7911.33,Reseller,Credit Card,Government
TXN-004020,2024-11-24,CUST-00128,PROD-0018,Security Platform,Software,Licenses,North America,7,12726.45,0.0,89085.15,75522.79,13562.36,Partner,Credit Card,Government
TXN-004021,2025-10-28,CUST-00284,PROD-0043,Integration Setup,Services,Implementation,Europe,10,9792.49,0.0,97924.88,58706.2,39218.68,Online,Net 60,Startup
TXN-004022,2023-09-20,CUST-00135,PROD-0033,Strategy Review,Services,Consulting,Middle East & Africa,1,7312.48,20.0,5849.98,3578.98,2271.0,Reseller,Net 60,Startup
TXN-004023,2025-01-04,CUST-00476,PROD-0061,RAM 32GB,Hardware,Components,Latin America,1,3386.99,5.0,3217.64,1683.42,1534.22,Partner,Net 30,Enterprise
TXN-004024,2023-04-07,CUST-00041,PROD-0029,Basic Support,Software,Support Plans,Asia Pacific,1,1532.64,0.0,1532.64,565.36,967.28,Direct,Wire Transfer,Mid-Market
TXN-004025,2024-07-16,CUST-00091,PROD-0059,UPS 1500VA,Hardware,Peripherals,Europe,2,9782.03,10.0,17607.66,10308.56,7299.1,Reseller,,Enterprise
TXN-004026,2024-03-09,CUST-00379,PROD-0007,ThinkVision 24,Electronics,Monitors,North America,1,7434.22,0.0,7434.22,4329.67,3104.55,Online,Wire Transfer,SMB
TXN-004027,2023-11-07,CUST-00373,PROD-0046,App Monitoring,Services,Managed Services,Europe,1,3131.21,10.0,2818.09,928.55,1889.54,Direct,Wire Transfer,Mid-Market
TXN-004028,2024-12-28,CUST-00285,PROD-0001,ProBook 450,Electronics,Laptops,North America,1,6262.11,5.0,5949.0,4375.28,1573.72,Partner,Credit Card,Startup
TXN-004029,2023-05-29,CUST-00451,PROD-0003,ThinkPad X1,Electronics,Laptops,North America,7,14144.96,25.0,74261.03,57031.24,17229.79,Direct,Credit Card,Enterprise
TXN-004030,2024-01-28,CUST-00246,PROD-0061,RAM 32GB,Hardware,Components,Middle East & Africa,1,3177.11,10.0,2859.4,1683.42,1175.98,Online,Net 30,Enterprise
TXN-004031,2024-02-06,CUST-00363,PROD-0060,Label Printer,Hardware,Peripherals,Latin America,3,7823.64,0.0,23470.92,11187.66,12283.26,Partner,Net 60,Enterprise
TXN-004032,2025-06-13,CUST-00453,PROD-0044,Go-Live Support,Services,Implementation,Latin America,3,6049.74,5.0,17241.76,7879.41,9362.35,Partner,Purchase Order,Enterprise
TXN-004033,2023-12-28,CUST-00198,PROD-0080,Vision Service,Cloud Infrastructure,AI/ML Services,Middle East & Africa,6,12602.92,20.0,60494.03,42730.44,17763.59,Online,Purchase Order,Enterprise
TXN-004034,2025-03-31,CUST-00429,PROD-0033,Strategy Review,Services,Consulting,Europe,3,7739.66,,23218.97,10736.94,12482.03,Direct,Net 60,Enterprise
TXN-004035,2023-10-31,CUST-00048,PROD-0066,Lambda Function,Cloud Infrastructure,Compute,Middle East & Africa,3,1877.21,25.0,4223.73,2159.61,2064.12,Partner,Net 30,Enterprise
TXN-004036,2025-07-06,CUST-00330,PROD-0040,Certification Prep,Services,Training,Latin America,1,2964.27,0.0,2964.27,1493.32,1470.95,Partner,Wire Transfer,SMB
TXN-004037,2023-07-12,CUST-00363,PROD-0053,NAS 8-Bay,Hardware,Storage,Europe,7,681.58,0.0,4771.08,2232.16,2538.92,Online,Credit Card,Startup
TXN-004038,2025-07-26,CUST-00122,PROD-0014,WiFi 6E Router,Electronics,Networking,North America,1,9767.0,15.0,8301.95,3978.55,4323.4,Online,Wire Transfer,Mid-Market
TXN-004039,2025-08-02,CUST-00437,PROD-0002,EliteBook 840,Electronics,Laptops,Asia Pacific,5,6178.47,0.0,30892.36,19600.4,11291.96,Direct,Credit Card,SMB
TXN-004040,2024-08-20,CUST-00109,PROD-0018,Security Platform,Software,Licenses,Middle East & Africa,1,16245.27,25.0,12183.95,10788.97,1394.98,Online,Wire Transfer,SMB
TXN-004041,2024-12-01,CUST-00193,PROD-0071,Archive Storage,Cloud Infrastructure,Cloud Storage,Asia Pacific,1,5128.08,0.0,5128.08,2572.87,2555.21,Online,Net 60,Mid-Market
TXN-004042,2023-03-19,CUST-00141,PROD-0052,GPU Server,Hardware,Servers,Latin America,4,6408.36,10.0,23070.08,16510.2,6559.88,Partner,Credit Card,Enterprise
TXN-004043,2025-06-29,CUST-00293,PROD-0040,Certification Prep,Services,Training,Latin America,1,3617.01,0.0,3617.01,1493.32,2123.69,Partner,Wire Transfer,SMB
TXN-004044,2025-05-26,CUST-00131,PROD-0076,Data Lake,Cloud Infrastructure,Database,Asia Pacific,2,7564.66,15.0,12859.93,10342.84,2517.09,Direct,Credit Card,Mid-Market
TXN-004045,2023-03-31,CUST-00084,PROD-0030,Premium Support,Software,Support Plans,Middle East & Africa,5,4448.04,20.0,17792.18,12278.85,5513.33,Online,Net 30,Mid-Market
TXN-004046,2025-03-25,CUST-00285,PROD-0048,Database Admin,Services,Managed Services,Europe,6,10007.49,10.0,54040.47,30212.4,23828.07,Reseller,Net 30,Mid-Market
TXN-004047,2023-11-14,CUST-00207,PROD-0021,CRM Cloud,Software,SaaS Subscriptions,North America,2,4395.08,0.0,8790.15,3622.04,5168.11,Direct,Purchase Order,Government
TXN-004048,2023-06-01,CUST-00441,PROD-0048,Database Admin,Services,Managed Services,Asia Pacific,2,8718.37,10.0,15693.07,10070.8,5622.27,Reseller,Net 30,Government
TXN-004049,2023-10-05,CUST-00438,PROD-0054,SAN Array,Hardware,Storage,North America,6,8251.93,0.0,49511.57,30849.3,18662.27,Online,Net 60,Enterprise
TXN-004050,2023-03-17,CUST-00042,PROD-0005,UltraSharp 27,Electronics,Monitors,Latin America,1,15136.93,0.0,15136.93,5626.76,9510.17,Partner,Credit Card,Enterprise
TXN-004051,2025-08-21,CUST-00168,PROD-0072,CDN Distribution,Cloud Infrastructure,Cloud Storage,North America,1,13020.22,,9765.16,7492.08,2273.08,Online,Wire Transfer,Mid-Market
TXN-004052,2023-10-27,CUST-00466,PROD-0054,SAN Array,Hardware,Storage,Latin America,5,7084.45,0.0,35422.26,25707.75,9714.51,Reseller,Net 30,Startup
TXN-004053,2024-01-31,CUST-00067,PROD-0033,Strategy Review,Services,Consulting,Middle East & Africa,8,6881.12,5.0,52296.49,28631.84,23664.65,Reseller,Credit Card,Government
TXN-004054,2025-02-25,CUST-00100,PROD-0071,Archive Storage,Cloud Infrastructure,Cloud Storage,North America,10,6101.01,0.0,61010.06,25728.7,35281.36,Reseller,Purchase Order,Startup
TXN-004055,2023-05-11,CUST-00017,PROD-0049,Rack Server 1U,Hardware,Servers,North America,1,14250.18,0.0,14250.18,5991.23,8258.95,Reseller,Purchase Order,Mid-Market
TXN-004056,2024-02-29,CUST-00288,PROD-0005,UltraSharp 27,Electronics,Monitors,Latin America,3,11723.73,10.0,31654.07,16880.28,14773.79,Partner,Wire Transfer,Mid-Market
TXN-004057,2023-09-10,CUST-00192,PROD-0072,CDN Distribution,Cloud Infrastructure,Cloud Storage,Middle East & Africa,1,15136.05,20.0,12108.84,7492.08,4616.76,Reseller,Wire Transfer,Government
TXN-004058,2025-03-04,CUST-00342,PROD-0072,CDN Distribution,Cloud Infrastructure,Cloud Storage,Europe,1,14536.49,0.0,14536.49,7492.08,7044.41,Partner,Wire Transfer,Mid-Market
TXN-004059,2025-12-13,CUST-00054,PROD-0024,Project Manager,Software,SaaS Subscriptions,Europe,1,12746.16,0.0,12746.16,3980.45,8765.71,Reseller,Wire Transfer,Enterprise
TXN-004060,2025-06-18,CUST-00332,PROD-0025,API Integration,Software,Custom Development,Europe,1,10307.41,25.0,7730.55,7011.17,719.38,Reseller,Credit Card,Mid-Market
TXN-004061,2025-11-22,CUST-00302,PROD-0060,Label Printer,Hardware,Peripherals,Asia Pacific,3,7487.51,0.0,22462.52,11187.66,11274.86,Direct,Credit Card,Government
TXN-004062,2024-10-11,CUST-00314,PROD-0013,Managed Switch 24P,Electronics,Networking,Asia Pacific,3,9251.55,0.0,27754.64,16116.87,11637.77,Partner,Wire Transfer,Mid-Market
TXN-004063,2023-03-31,CUST-00362,PROD-0079,AutoML Pipeline,Cloud Infrastructure,AI/ML Services,Middle East & Africa,1,9335.5,5.0,8868.73,2954.31,5914.42,Online,Net 60,Mid-Market
TXN-004064,2023-12-13,CUST-00227,PROD-0036,Cloud Migration,Services,Consulting,North America,1,10785.79,5.0,10246.5,6863.36,3383.14,Reseller,Purchase Order,Government
TXN-004065,2023-03-10,CUST-00474,PROD-0070,Block Storage,Cloud Infrastructure,Cloud Storage,Middle East & Africa,3,12542.76,20.0,30102.63,20826.9,9275.73,Reseller,Net 60,Mid-Market
TXN-004066,2024-11-21,CUST-00445,PROD-0011,USB-C Hub,Electronics,Accessories,Europe,3,15228.98,15.0,38833.9,13970.58,24863.32,Direct,Net 60,Government
TXN-004067,2023-10-05,CUST-00018,PROD-0014,WiFi 6E Router,Electronics,Networking,Europe,9,10403.34,0.0,93630.02,35806.95,57823.07,Online,Credit Card,SMB
TXN-004068,2025-10-09,CUST-00350,PROD-0032,24/7 Critical,Software,Support Plans,North America,9,9460.31,0.0,85142.76,52548.84,32593.92,Reseller,Wire Transfer,Government
TXN-004069,2025-03-18,CUST-00224,PROD-0023,HR Suite,Software,SaaS Subscriptions,Latin America,3,2474.38,0.0,7423.13,5003.43,2419.7,Online,Net 30,Government
TXN-004070,2024-03-26,CUST-00122,PROD-0044,Go-Live Support,Services,Implementation,North America,6,6787.4,0.0,40724.42,15758.82,24965.6,Direct,,Government
TXN-004071,2025-04-07,CUST-00045,PROD-0048,Database Admin,Services,Managed Services,Europe,1,11041.39,5.0,10489.33,5035.4,5453.93,Partner,Purchase Order,Mid-Market
TXN-004072,2023-08-27,CUST-00099,PROD-0026,Dashboard Build,Software,Custom Development,Europe,1,499.5,5.0,474.52,275.72,198.8,Online,Wire Transfer,Startup
TXN-004073,2024-05-19,CUST-00410,PROD-0017,Office Suite,Software,Licenses,Latin America,1,11032.05,0.0,11032.05,5531.4,5500.65,Online,Credit Card,Government
TXN-004074,2023-09-23,CUST-00297,PROD-0053,NAS 8-Bay,Hardware,Storage,Middle East & Africa,1,672.21,0.0,672.21,318.88,353.33,Direct,Net 60,Government
TXN-004075,2024-10-02,CUST-00135,PROD-0039,Executive Briefing,Services,Training,Europe,2,12941.1,0.0,25882.2,14462.44,11419.76,Reseller,Wire Transfer,Mid-Market
TXN-004076,2024-05-05,CUST-00004,PROD-0048,Database Admin,Services,Managed Services,Middle East & Africa,2,8362.3,20.0,13379.68,10070.8,3308.88,Partner,Purchase Order,Startup
TXN-004077,2025-05-20,CUST-00419,PROD-0003,ThinkPad X1,Electronics,Laptops,Middle East & Africa,2,14299.07,0.0,28598.13,16294.64,12303.49,Reseller,Net 60,Enterprise
TXN-004078,2023-07-29,CUST-00192,PROD-0046,App Monitoring,Services,Managed Services,North America,1,2571.88,0.0,2571.88,928.55,1643.33,Direct,Wire Transfer,SMB
TXN-004079,2025-06-25,CUST-00496,PROD-0014,WiFi 6E Router,Electronics,Networking,Latin America,2,9619.8,0.0,19239.6,7957.1,11282.5,Direct,Credit Card,Mid-Market
TXN-004080,2025-03-26,CUST-00038,PROD-0078,Inference API,Cloud Infrastructure,AI/ML Services,Latin America,5,11172.62,5.0,53069.96,35121.0,17948.96,Partner,Net 60,Mid-Market
TXN-004081,2024-11-13,CUST-00306,PROD-0007,ThinkVision 24,Electronics,Monitors,Asia Pacific,2,8788.7,0.0,17577.41,8659.34,8918.07,Partner,Net 60,Enterprise
TXN-004082,2024-10-05,CUST-00193,PROD-0020,Analytics Pro,Software,Licenses,Europe,1,13215.22,0.0,13215.22,4893.82,8321.4,Online,Net 60,SMB
TXN-004083,2023-05-10,CUST-00396,PROD-0001,ProBook 450,Electronics,Laptops,Europe,3,5062.59,5.0,14428.39,13125.84,1302.55,Reseller,,Startup
TXN-004084,2024-06-24,CUST-00073,PROD-0011,USB-C Hub,Electronics,Accessories,Europe,1,14286.65,20.0,11429.32,4656.86,6772.46,Direct,Purchase Order,Enterprise
TXN-004085,2024-11-06,CUST-00043,PROD-0065,EC2 Instance,Cloud Infrastructure,Compute,Middle East & Africa,9,7555.71,,54401.14,40810.05,13591.09,Direct,Wire Transfer,Mid-Market
TXN-004086,2024-11-17,CUST-00231,PROD-0035,Security Audit,Services,Consulting,North America,1,10634.29,0.0,10634.29,4716.44,5917.85,Online,Net 60,Government
TXN-004087,2023-04-17,CUST-00320,PROD-0051,Blade Server,Hardware,Servers,Asia Pacific,6,9249.54,10.0,49947.53,20317.44,29630.09,Partner,Net 30,Government
TXN-004088,2025-08-13,CUST-00415,PROD-0060,Label Printer,Hardware,Peripherals,Latin America,5,6858.67,0.0,34293.35,18646.1,15647.25,Reseller,Purchase Order,Startup
TXN-004089,2023-10-07,CUST-00381,PROD-0063,CPU Xeon,Hardware,Components,Middle East & Africa,2,11801.69,0.0,23603.38,9158.96,14444.42,Online,Net 30,Enterprise
TXN-004090,2024-01-05,CUST-00466,PROD-0077,Model Training,Cloud Infrastructure,AI/ML Services,Middle East & Africa,2,9160.55,10.0,16488.98,12760.14,3728.84,Online,Net 30,Mid-Market
TXN-004091,2024-07-12,CUST-00345,PROD-0075,Cache Cluster,Cloud Infrastructure,Database,Latin America,2,12558.91,20.0,20094.25,12314.14,7780.11,Reseller,Wire Transfer,Enterprise
TXN-004092,2023-10-23,CUST-00179,PROD-0014,WiFi 6E Router,Electronics,Networking,Latin America,5,10787.09,15.0,45845.12,19892.75,25952.37,Online,Wire Transfer,SMB
TXN-004093,2024-11-06,CUST-00196,PROD-0057,Docking Station,Hardware,Peripherals,Latin America,13,11427.86,20.0,118849.74,121009.2,-2159.46,Partner,Wire Transfer,Startup
TXN-004094,2024-02-29,CUST-00151,PROD-0031,Enterprise Support,Software,Support Plans,Asia Pacific,4,11940.87,0.0,47763.5,31079.2,16684.3,Reseller,Net 30,Enterprise
TXN-004095,2025-05-04,CUST-00388,PROD-0078,Inference API,Cloud Infrastructure,AI/ML Services,Latin America,1,11109.98,0.0,11109.98,7024.2,4085.78,Partner,Wire Transfer,Enterprise
TXN-004096,2023-03-25,CUST-00348,PROD-0035,Security Audit,Services,Consulting,Latin America,1,9457.74,0.0,9457.74,4716.44,4741.3,Partner,Wire Transfer,Mid-Market
TXN-004097,2024-09-02,CUST-00229,PROD-0033,Strategy Review,Services,Consulting,Middle East & Africa,1,8962.01,20.0,7169.6,3578.98,3590.62,Direct,Net 30,Startup
TXN-004098,2023-02-16,CUST-00134,PROD-0022,ERP Online,Software,SaaS Subscriptions,Latin America,1,10913.95,0.0,10913.95,4828.04,6085.91,Online,Wire Transfer,Mid-Market
TXN-004099,2024-01-27,CUST-00471,PROD-0076,Data Lake,Cloud Infrastructure,Database,Middle East & Africa,1,6562.61,0.0,6562.61,5171.42,1391.19,Online,Net 30,Mid-Market
TXN-004100,2025-11-07,CUST-00220,PROD-0037,Admin Training,Services,Training,Europe,2,8030.13,15.0,13651.22,11801.62,1849.6,Online,Net 30,Government
TXN-004101,2023-04-11,CUST-00236,PROD-0078,Inference API,Cloud Infrastructure,AI/ML Services,North America,1,12514.09,5.0,11888.39,7024.2,4864.19,Partner,Credit Card,SMB
